日期2,收盘,开盘,高,低,交易量,涨跌幅,日期
2017/7/11,141960,141960,141960,141960,,0,20170711
2017/7/10,141960,141960,141960,141960,,0,20170710
2017/7/7,141960,141960,141960,141960,,0,20170707
2017/7/6,141960,141960,141960,141960,,0,20170706
2017/7/5,141960,141960,141960,141960,,0,20170705
2017/7/4,141960,141960,141960,141960,,0,20170704
2017/7/3,141960,141960,141960,141960,,0,20170703
2017/6/30,141960,141960,141960,141960,,0,20170630
2017/6/29,141960,141960,141960,141960,,0,20170629
2017/6/28,141960,141960,141960,141960,,0,20170628
2017/6/27,141960,141960,141960,141960,0.00K,-0.0172,20170627
2017/6/26,144440,144440,144440,144440,,0,20170626
2017/6/23,144440,144440,144440,144440,,0,20170623
2017/6/22,144440,144440,144440,144440,,0,20170622
2017/6/21,144440,144440,144440,144440,,0,20170621
2017/6/20,144440,144440,144440,144440,,0,20170620
2017/6/19,144440,144440,144440,144440,,0,20170619
2017/6/16,144440,144440,144440,144440,,0.0222,20170616
2017/6/15,141300,141300,141300,141300,,0,20170615
2017/6/14,141300,141300,141300,141300,,0,20170614
2017/6/13,141300,141300,141300,141300,,0,20170613
2017/6/12,141300,141300,141300,141300,,0,20170612
2017/6/9,141300,141300,141300,141300,,0,20170609
2017/6/8,141300,141300,141300,141300,,0,20170608
2017/6/7,141300,141300,141300,141300,,0,20170607
2017/6/6,141300,141300,141300,141300,,0,20170606
2017/6/5,141300,141300,141300,141300,,0,20170605
2017/6/2,141300,141300,141300,141300,0.00K,-0.006,20170602
2017/6/1,142150,142150,142150,142150,,0,20170601
2017/5/31,142150,142150,142150,142150,,0,20170531
2017/5/26,142150,142150,142150,142150,,0,20170526
2017/5/25,142150,142150,142150,142150,,0,20170525
2017/5/24,142150,142150,142150,142150,,0,20170524
2017/5/23,142150,142150,142150,142150,0.00K,-0.0001,20170523
2017/5/22,142160,142170,142170,142150,0.00K,0.0069,20170522
2017/5/19,141180,141180,141180,141180,,0,20170519
2017/5/18,141180,141180,141180,141180,,0,20170518
2017/5/17,141180,141180,141180,141180,,0,20170517
2017/5/16,141180,141180,141180,141180,,0.0144,20170516
2017/5/15,139170,139500,139500,138500,0.10K,0.0017,20170515
2017/5/12,138930,138930,138930,138930,,0,20170512
2017/5/11,138930,139000,139000,138750,0.03K,-0.0004,20170511
2017/5/10,138990,138310,140710,138310,0.13K,-0.0051,20170510
2017/5/9,139700,138800,139990,138800,0.08K,0.0062,20170509
2017/5/8,138840,139250,139540,138050,0.17K,-0.0051,20170508
2017/5/5,139550,139730,140340,138550,0.34K,-0.0039,20170505
2017/5/4,140090,140730,140730,138850,0.43K,-0.0132,20170504
2017/5/3,141970,141740,142440,141130,0.42K,-0.007,20170503
2017/5/2,142970,141800,143650,141800,0.67K,0.0167,20170502
2017/4/28,140620,145010,145140,138920,2.75K,0.0056,20170428
2017/4/27,139840,137890,141100,137680,7.82K,0.0154,20170427
2017/4/26,137720,137990,138660,137020,10.40K,0.003,20170426
2017/4/25,137310,136310,138390,136310,11.91K,-0.0026,20170425
2017/4/24,137670,138920,139730,135610,22.44K,-0.0201,20170424
2017/4/21,140490,140220,141500,139490,14.11K,0.0008,20170421
2017/4/20,140380,141000,141980,138500,17.42K,-0.0039,20170420
2017/4/19,140930,142860,142880,139590,15.19K,-0.0108,20170419
2017/4/18,142470,141800,143130,141800,9.49K,0.0088,20170418
2017/4/17,141230,141230,141230,141230,,0,20170417
2017/4/14,141230,141230,141230,141230,,0,20170414
2017/4/13,141230,141230,141230,141230,,0,20170413
2017/4/12,141230,141230,141230,141230,,0,20170412
2017/4/11,141230,141230,141230,141230,,0,20170411
2017/4/10,141230,141230,141230,141230,,0,20170410
2017/4/7,141230,141230,141230,141230,,0,20170407
2017/4/6,141230,141230,141230,141230,,0,20170406
2017/4/5,141230,141230,141230,141230,,0,20170405
2017/3/31,141230,139670,142800,139670,0.00K,-0.0513,20170331
2017/3/30,148870,148870,148870,148870,0.00K,-0.07,20170330
2017/3/29,160080,160080,160080,160080,,0,20170329
2017/3/28,160080,160080,160080,160080,,0,20170328
2017/3/27,160080,160080,160080,160080,,0,20170327
2017/3/24,160080,160080,160080,160080,,0,20170324
2017/3/23,160080,160080,160080,160080,,0,20170323
2017/3/22,160080,160080,160080,160080,,0,20170322
2017/3/21,160080,160080,160080,160080,,0,20170321
2017/3/20,160080,160080,160080,160080,,0,20170320
2017/3/17,160080,160080,160080,160080,,0,20170317
2017/3/16,160080,160080,160080,160080,,0.0328,20170316
2017/3/15,155000,155000,155000,155000,,0,20170315
2017/3/14,155000,155000,155000,155000,,0,20170314
2017/3/13,155000,155000,155000,155000,,0,20170313
2017/3/10,155000,155000,155000,155000,0.00K,0.07,20170310
2017/3/9,144860,144860,144860,144860,,0,20170309
2017/3/8,144860,144860,144860,144860,,0,20170308
2017/3/7,144860,144860,144860,144860,,0,20170307
2017/3/6,144860,144860,144860,144860,,0,20170306
2017/3/3,144860,144860,144860,144860,,0,20170303
2017/3/2,144860,144860,144860,144860,,0,20170302
2017/3/1,144860,144860,144860,144860,,0,20170301
2017/2/28,144860,146000,146000,142580,0.01K,-0.003,20170228
2017/2/27,145300,145300,145300,145300,,0,20170227
2017/2/24,145300,145300,145300,145300,,0,20170224
2017/2/23,145300,145300,145300,145300,,0,20170223
2017/2/22,145300,145300,145300,145300,,0,20170222
2017/2/21,145300,145270,145330,145270,0.00K,0.0136,20170221
2017/2/20,143350,143350,143350,143350,,0,20170220
2017/2/17,143350,143350,143350,143350,,0,20170217
2017/2/16,143350,143350,143350,143350,,-0.0044,20170216
2017/2/15,143990,143990,143990,143990,,0,20170215
2017/2/14,143990,143990,143990,143990,,0,20170214
2017/2/13,143990,143990,143990,143990,,0,20170213
2017/2/10,143990,143990,143990,143990,,0,20170210
2017/2/9,143990,143990,143990,143990,,0,20170209
2017/2/8,143990,143990,143990,143990,,0,20170208
2017/2/7,143990,143990,143990,143990,,0,20170207
2017/2/6,143990,143990,143990,143990,,0,20170206
2017/2/3,143990,143990,143990,143990,,0,20170203
2017/1/26,143990,143990,143990,143990,,0,20170126
2017/1/25,143990,143990,143990,143990,,0,20170125
2017/1/24,143990,143990,143990,143990,,0,20170124
2017/1/23,143990,143990,143990,143990,,0,20170123
2017/1/20,143990,143990,143990,143990,0.00K,-0.0456,20170120
2017/1/19,150870,150870,150870,150870,,0,20170119
2017/1/18,150870,150870,150870,150870,,0,20170118
2017/1/17,150870,150870,150870,150870,,0.0058,20170117
2017/1/16,150000,150000,150000,150000,0.01K,0.0099,20170116
2017/1/13,148530,148500,149800,146050,0.12K,0.0065,20170113
2017/1/12,147570,149900,149900,145510,0.08K,-0.0331,20170112
2017/1/11,152620,152290,153310,151010,0.14K,0.0049,20170111
2017/1/10,151880,151070,153870,151070,0.20K,0.0024,20170110
2017/1/9,151520,150040,152450,150040,0.21K,-0.0035,20170109
2017/1/6,152050,155610,155620,150400,0.35K,0.0125,20170106
2017/1/5,150170,148820,151400,148410,0.30K,0.0079,20170105
2017/1/4,148990,149000,149730,147700,0.72K,0.0071,20170104
2017/1/3,147940,143200,148870,143200,0.71K,0.01,20170103
2016/12/30,146480,146710,148200,145060,2.78K,0.0018,20161230
2016/12/29,146220,145700,148980,144550,5.98K,0.0052,20161229
2016/12/28,145460,144470,146640,144060,8.00K,0.0273,20161228
2016/12/27,141590,141490,144950,140030,7.81K,0.0003,20161227
2016/12/26,141550,144140,145110,137400,18.12K,-0.0178,20161226
2016/12/23,144110,143020,145790,142320,9.86K,0.0015,20161223
2016/12/22,143890,144490,145170,143150,8.20K,-0.0042,20161222
2016/12/21,144490,145000,145350,143800,5.62K,0.0058,20161221
2016/12/20,143660,143950,145150,142510,11.69K,-0.0233,20161220
2016/12/19,147080,148150,149880,144180,14.58K,-0.0179,20161219
2016/12/16,149760,149220,150690,148620,11.30K,0.0075,20161216
2016/12/15,148650,148650,148650,148650,,0,20161215
2016/12/14,148650,148650,148650,148650,,0,20161214
2016/12/13,148650,148650,148650,148650,,0,20161213
2016/12/12,148650,148650,148650,148650,,0,20161212
2016/12/9,148650,148650,148650,148650,,0,20161209
2016/12/8,148650,148650,148650,148650,,0,20161208
2016/12/7,148650,148650,148650,148650,,0,20161207
2016/12/6,148650,148650,148650,148650,,0,20161206
2016/12/5,148650,148650,148650,148650,,0,20161205
2016/12/2,148650,148650,148650,148650,,0,20161202
2016/12/1,148650,148650,148650,148650,,0,20161201
2016/11/30,148650,148650,148650,148650,,0,20161130
2016/11/29,148650,148650,148650,148650,,0,20161129
2016/11/28,148650,148650,148650,148650,,0,20161128
2016/11/25,148650,148650,148650,148650,,0,20161125
2016/11/24,148650,148650,148650,148650,,0,20161124
2016/11/23,148650,148650,148650,148650,,0,20161123
2016/11/22,148650,155250,155250,142060,0.00K,0.0149,20161122
2016/11/21,146470,146470,146470,146470,,0,20161121
2016/11/18,146470,146470,146470,146470,,0,20161118
2016/11/17,146470,146470,146470,146470,,0,20161117
2016/11/16,146470,146470,146470,146470,,0.1249,20161116
2016/11/15,130210,130210,130210,130210,,0,20161115
2016/11/14,130210,130210,130210,130210,,0,20161114
2016/11/11,130210,130210,130210,130210,,0,20161111
2016/11/10,130210,130210,130210,130210,,0,20161110
2016/11/9,130210,130210,130210,130210,,0,20161109
2016/11/8,130210,130210,130210,130210,,0.05,20161108
2016/11/7,124010,124010,124010,124010,,0,20161107
2016/11/4,124010,124010,124010,124010,,0,20161104
2016/11/3,124010,124010,124010,124010,,0,20161103
2016/11/2,124010,124010,124010,124010,,0,20161102
2016/11/1,124010,124010,124010,124010,,0,20161101
2016/10/31,124010,124010,124010,124010,,0,20161031
2016/10/28,124010,124010,124010,124010,,0,20161028
2016/10/27,124010,124010,124010,124010,,0,20161027
2016/10/26,124010,124010,124010,124010,,0,20161026
2016/10/25,124010,124010,124010,124010,,0,20161025
2016/10/24,124010,124010,124010,124010,,0,20161024
2016/10/21,124010,124010,124010,124010,,0,20161021
2016/10/20,124010,124010,124010,124010,,0,20161020
2016/10/19,124010,124010,124010,124010,,0,20161019
2016/10/18,124010,124010,124010,124010,,-0.0387,20161018
2016/10/17,129000,129000,129000,129000,,0,20161017
2016/10/14,129000,129000,129000,129000,,0,20161014
2016/10/13,129000,129000,129000,129000,,0,20161013
2016/10/12,129000,129000,129000,129000,0.01K,0.0078,20161012
2016/10/11,128000,128000,128000,128000,,0,20161011
2016/10/10,128000,128000,128000,128000,,0,20161010
2016/9/30,128000,128000,128000,128000,,0,20160930
2016/9/29,128000,128000,128000,128000,,0,20160929
2016/9/28,128000,128000,128000,128000,0.00K,0.0143,20160928
2016/9/27,126200,126000,127000,126000,0.01K,0.0186,20160927
2016/9/26,123900,123900,123900,123900,,0,20160926
2016/9/23,123900,123900,123900,123900,,0.0073,20160923
2016/9/22,123000,123000,123000,123000,,0.0081,20160922
2016/9/21,122010,122010,122010,122010,,0,20160921
2016/9/20,122010,122010,122010,122010,0.00K,-0.016,20160920
2016/9/19,124000,124000,124000,124000,0.01K,0.0121,20160919
2016/9/14,122520,123350,123350,122200,0.06K,-0.0045,20160914
2016/9/13,123080,123590,123800,122500,0.57K,-0.0096,20160913
2016/9/12,124270,125210,125210,122050,0.98K,-0.0184,20160912
2016/9/9,126600,126590,126880,126300,0.24K,0.0029,20160909
2016/9/8,126230,126880,126890,126030,0.32K,0.0014,20160908
2016/9/7,126050,125740,126560,125550,0.20K,0.0018,20160907
2016/9/6,125820,127000,127000,125010,0.67K,-0.0073,20160906
2016/9/5,126750,126230,127100,126030,0.45K,0.0126,20160905
2016/9/2,125170,123310,126980,123310,2.07K,0.0158,20160902
2016/9/1,123220,122700,123850,122240,1.00K,0.0072,20160901
2016/8/31,122340,122920,123200,121600,1.71K,-0.0059,20160831
2016/8/30,123070,122820,123750,122540,2.81K,-0.0033,20160830
2016/8/29,123480,123420,123890,122780,2.95K,0.0051,20160829
2016/8/26,122850,122120,123470,122120,4.09K,0.0002,20160826
2016/8/25,122820,124610,124610,121480,8.74K,-0.0034,20160825
2016/8/24,123240,121830,124490,121830,9.56K,0.0123,20160824
2016/8/23,121740,121940,122490,121120,5.38K,-0.0046,20160823
2016/8/22,122300,122340,122820,121630,9.08K,0.0013,20160822
2016/8/19,122140,121710,123050,121320,7.90K,0.0026,20160819
2016/8/18,121820,122920,122920,120730,11.85K,-0.0111,20160818
2016/8/17,123190,123160,123960,122340,7.60K,-0.001,20160817
2016/8/16,123310,122320,124000,122270,9.85K,0.0096,20160816
2016/8/15,122140,123500,123500,114400,0.05K,0.0179,20160815
2016/8/12,119990,119990,119990,119990,,0,20160812
2016/8/11,119990,119990,119990,119990,,0,20160811
2016/8/10,119990,119990,119990,119990,,0,20160810
2016/8/9,119990,119990,119990,119990,,0,20160809
2016/8/8,119990,119990,119990,119990,,0,20160808
2016/8/5,119990,119990,119990,119990,,0,20160805
2016/8/4,119990,119990,119990,119990,,0,20160804
2016/8/3,119990,119990,119990,119990,0.00K,0.0176,20160803
2016/8/2,117920,117920,117920,117920,,0,20160802
2016/8/1,117920,117920,117920,117920,,0,20160801
2016/7/29,117920,116850,119000,116850,0.00K,0.0019,20160729
2016/7/28,117700,117700,117700,117700,,0,20160728
2016/7/27,117700,117700,117700,117700,,0,20160727
2016/7/26,117700,117700,117700,117700,,0,20160726
2016/7/25,117700,117700,117700,117700,,0,20160725
2016/7/22,117700,117700,117700,117700,0.00K,0.0017,20160722
2016/7/21,117500,117500,117500,117500,,0,20160721
2016/7/20,117500,117500,117500,117500,0.00K,0,20160720
2016/7/19,117500,117500,117500,117500,,0,20160719
2016/7/18,117500,117500,117500,117500,,0.0828,20160718
2016/7/15,108510,108510,108510,108510,,0,20160715
2016/7/14,108510,108510,108510,108510,,0,20160714
2016/7/13,108510,108510,108510,108510,,0,20160713
2016/7/12,108510,108510,108510,108510,,0,20160712
2016/7/11,108510,108510,108510,108510,,0,20160711
2016/7/8,108510,108510,108510,108510,,0,20160708
2016/7/7,108510,108510,108510,108510,,0,20160707
2016/7/6,108510,108510,108510,108510,,0,20160706
2016/7/5,108510,108510,108510,108510,,0,20160705
2016/7/4,108510,108510,108510,108510,,0,20160704
2016/7/1,108510,108510,108510,108510,,0,20160701
2016/6/30,108510,108510,108510,108510,,0,20160630
2016/6/29,108510,108510,108510,108510,,0,20160629
2016/6/28,108510,108510,108510,108510,,0,20160628
2016/6/27,108510,108510,108510,108510,,0,20160627
2016/6/24,108510,108510,108510,108510,,0,20160624
2016/6/23,108510,108510,108510,108510,,0,20160623
2016/6/22,108510,108510,108510,108510,,0.0029,20160622
2016/6/21,108200,108200,108200,108200,,0,20160621
2016/6/20,108200,108200,108200,108200,,0,20160620
2016/6/17,108200,108200,108200,108200,,0,20160617
2016/6/16,108200,108200,108200,108200,,0.0046,20160616
2016/6/15,107700,107700,107700,107700,,0,20160615
2016/6/14,107700,107700,107700,107700,,0,20160614
2016/6/13,107700,107700,107700,107700,,0,20160613
2016/6/8,107700,107700,107700,107700,,0,20160608
2016/6/7,107700,107700,107700,107700,,0,20160607
2016/6/6,107700,107700,107700,107700,,0,20160606
2016/6/3,107700,107700,107700,107700,0.00K,0.0109,20160603
2016/6/2,106540,106540,106540,106540,,0,20160602
2016/6/1,106540,106540,106540,106540,,0,20160601
2016/5/31,106540,107500,107500,105590,0.00K,0.0062,20160531
2016/5/30,105880,104710,107000,104710,0.01K,-0.0169,20160530
2016/5/27,107700,109100,109100,106010,0.02K,0.0165,20160527
2016/5/26,105950,105950,105950,105950,,0,20160526
2016/5/25,105950,105950,105950,105950,,0,20160525
2016/5/24,105950,105950,105950,105950,0.00K,0.0028,20160524
2016/5/23,105650,105650,105650,105650,,0,20160523
2016/5/20,105650,105650,105650,105650,,0,20160520
2016/5/19,105650,105650,105650,105650,,0,20160519
2016/5/18,105650,104390,108380,103700,0.02K,-0.0271,20160518
2016/5/17,108590,108590,108590,108590,,0.012,20160517
2016/5/16,107300,106000,107900,103080,0.26K,0.007,20160516
2016/5/13,106550,107000,108490,103000,0.36K,-0.0171,20160513
2016/5/12,108400,112850,112850,102550,0.20K,0.0086,20160512
2016/5/11,107480,107910,109640,106600,0.56K,0.0072,20160511
2016/5/10,106710,109340,109340,105280,0.62K,-0.0273,20160510
2016/5/9,109710,109800,111440,108560,0.36K,-0.0056,20160509
2016/5/6,110330,111920,112210,108420,0.50K,-0.0061,20160506
2016/5/5,111010,110070,112300,110070,1.00K,0.0055,20160505
2016/5/4,110400,110890,112200,108700,0.86K,0.0101,20160504
2016/5/3,109300,111220,111240,107480,0.73K,0.0086,20160503
2016/4/29,108370,107020,109340,106870,3.90K,0.008,20160429
2016/4/28,107510,108690,108690,106600,4.25K,-0.0106,20160428
2016/4/27,108660,108780,109430,107800,5.11K,-0.0044,20160427
2016/4/26,109140,109170,110530,107560,9.10K,-0.0181,20160426
2016/4/25,111150,111820,113410,108560,16.10K,-0.0096,20160425
2016/4/22,112230,115480,115960,110000,19.43K,0.0003,20160422
2016/4/21,112200,112370,114600,110790,20.96K,0.0045,20160421
2016/4/20,111700,111610,112950,110490,19.26K,0.0047,20160420
2016/4/19,111180,110230,112000,110010,19.21K,0.0046,20160419
2016/4/18,110670,111580,111890,109660,20.77K,0.0024,20160418
2016/4/15,110400,110400,110400,110400,,0,20160415
2016/4/14,110400,110400,110400,110400,,0,20160414
2016/4/13,110400,110400,110400,110400,,0,20160413
2016/4/12,110400,110400,110400,110400,,0,20160412
2016/4/11,110400,110400,110400,110400,,0,20160411
2016/4/8,110400,110400,110400,110400,,0,20160408
2016/4/7,110400,110400,110400,110400,,0,20160407
2016/4/6,110400,110400,110400,110400,,0,20160406
2016/4/5,110400,110400,110400,110400,,0,20160405
2016/4/1,110400,110400,110400,110400,,0,20160401
2016/3/31,110400,110400,110400,110400,,0,20160331
2016/3/30,110400,110400,110400,110400,,0,20160330
2016/3/29,110400,110400,110400,110400,,0,20160329
2016/3/28,110400,110400,110400,110400,,0,20160328
2016/3/25,110400,110400,110400,110400,,0,20160325
2016/3/24,110400,110400,110400,110400,,0,20160324
2016/3/23,110400,110400,110400,110400,,0,20160323
2016/3/22,110400,110400,110400,110400,,0,20160322
2016/3/21,110400,110400,110400,110400,0.00K,-0.0076,20160321
2016/3/18,111240,111240,111240,111240,,0,20160318
2016/3/17,111240,111240,111240,111240,,0,20160317
2016/3/16,111240,111240,111240,111240,,0.0292,20160316
2016/3/15,108080,108080,108080,108080,,0,20160315
2016/3/14,108080,108080,108080,108080,,0,20160314
2016/3/11,108080,108080,108080,108080,,0,20160311
2016/3/10,108080,108080,108080,108080,,0,20160310
2016/3/9,108080,108080,108080,108080,,0,20160309
2016/3/8,108080,105970,110200,105970,0.12K,0.0199,20160308
2016/3/7,105970,105970,105970,105970,,0,20160307
2016/3/4,105970,105970,105970,105970,,0.0399,20160304
2016/3/3,101900,101900,101900,101900,,0,20160303
2016/3/2,101900,101900,101900,101900,,0,20160302
2016/3/1,101900,101900,101900,101900,,0,20160301
2016/2/29,101900,101900,101900,101900,0.00K,0,20160229
2016/2/26,101900,101900,101900,101900,,0.0399,20160226
2016/2/25,97990,97990,97990,97990,,0,20160225
2016/2/24,97990,97990,97990,97990,,0,20160224
2016/2/23,97990,97990,97990,97990,,0,20160223
2016/2/22,97990,97990,97990,97990,,0.0399,20160222
2016/2/19,94230,94230,94230,94230,,0,20160219
2016/2/18,94230,94230,94230,94230,,0,20160218
2016/2/17,94230,94230,94230,94230,,0,20160217
2016/2/16,94230,94230,94230,94230,,-0.0019,20160216
2016/2/15,94410,94410,94410,94410,,0,20160215
2016/2/5,94410,94410,94410,94410,,0,20160205
2016/2/4,94410,94410,94410,94410,,0,20160204
2016/2/3,94410,94410,94410,94410,,0,20160203
2016/2/2,94410,94410,94410,94410,,0,20160202
2016/2/1,94410,94410,94410,94410,,0,20160201
2016/1/29,94410,94410,94410,94410,,0,20160129
2016/1/28,94410,94410,94410,94410,,0,20160128
2016/1/27,94410,94410,94410,94410,,0,20160127
2016/1/26,94410,94410,94410,94410,,0,20160126
2016/1/25,94410,94410,94410,94410,,0,20160125
2016/1/22,94410,94410,94410,94410,,0,20160122
2016/1/21,94410,94410,94410,94410,,0,20160121
2016/1/20,94410,94410,94410,94410,,0,20160120
2016/1/19,94410,94410,94410,94410,,0,20160119
2016/1/18,94410,94410,94410,94410,,0.0001,20160118
2016/1/15,94400,94400,94400,94400,0.02K,0.0068,20160115
2016/1/14,93760,95000,95000,93500,0.02K,-0.0182,20160114
2016/1/13,95500,95500,95500,95500,,-0.0019,20160113
2016/1/12,95680,95510,99530,92120,0.04K,-0.0014,20160112
2016/1/11,95810,95810,95820,95810,0.02K,0.0093,20160111
2016/1/8,94930,92620,96000,92610,0.10K,-0.0091,20160108
2016/1/7,95800,96790,96970,92870,0.16K,0.0239,20160107
2016/1/6,93560,93000,93710,93000,0.04K,-0.002,20160106
2016/1/5,93750,93490,94280,93490,0.02K,0.0072,20160105
2016/1/4,93080,94850,94850,90560,0.05K,0.0009,20160104
2015/12/31,93000,93230,95190,92510,0.17K,0.004,20151231
2015/12/30,92630,93170,93460,91950,0.14K,0.0089,20151230
2015/12/29,91810,93960,93960,90650,0.69K,-0.0258,20151229
2015/12/28,94240,94300,95190,93510,0.33K,-0.0052,20151228
2015/12/25,94730,93830,95270,93820,0.54K,-0.0037,20151225
2015/12/24,95080,94600,95870,93500,1.25K,-0.0111,20151224
2015/12/23,96150,97230,97460,94710,2.97K,-0.0173,20151223
2015/12/22,97840,97360,98660,97100,4.68K,0.0214,20151222
2015/12/21,95790,94850,97390,94470,5.16K,0.031,20151221
2015/12/18,92910,91590,94160,91380,3.67K,0.0262,20151218
2015/12/17,90540,89850,92440,89400,2.43K,0.0178,20151217
2015/12/16,88960,88570,89490,88260,1.27K,0.0303,20151216
2015/12/15,86340,86340,86340,86340,,0.04,20151215
2015/12/14,83020,83020,83020,83020,,0,20151214
2015/12/11,83020,83020,83020,83020,,0,20151211
2015/12/10,83020,83020,83020,83020,,0,20151210
2015/12/9,83020,83020,83020,83020,,0,20151209
2015/12/8,83020,83020,83020,83020,,0,20151208
2015/12/7,83020,83020,83020,83020,,0,20151207
2015/12/4,83020,83020,83020,83020,,0,20151204
2015/12/3,83020,83020,83020,83020,,0,20151203
2015/12/2,83020,83020,83020,83020,,0,20151202
2015/12/1,83020,83020,83020,83020,,0,20151201
2015/11/30,83020,83020,83020,83020,0.00K,0.0002,20151130
2015/11/27,83000,83000,83000,83000,,0,20151127
2015/11/26,83000,83000,83000,83000,,0,20151126
2015/11/25,83000,83000,83000,83000,0.01K,0.0215,20151125
2015/11/24,81250,81500,81500,80500,0.01K,-0.0274,20151124
2015/11/23,83540,83540,83540,83540,0.00K,-0.0401,20151123
2015/11/20,87030,87030,87030,87030,,0,20151120
2015/11/19,87030,87030,87030,87030,,-0.0062,20151119
2015/11/18,87570,90390,90390,86150,0.01K,-0.0076,20151118
2015/11/17,88240,87000,89490,87000,0.00K,-0.0196,20151117
2015/11/16,90000,90000,90000,90000,,-0.0185,20151116
2015/11/13,91700,91700,91700,91700,,0,20151113
2015/11/12,91700,91700,91700,91700,,0,20151112
2015/11/11,91700,91700,91700,91700,,0,20151111
2015/11/10,91700,91700,91700,91700,,0,20151110
2015/11/9,91700,91700,91700,91700,,-0.0047,20151109
2015/11/6,92130,92130,92130,92130,,0,20151106
2015/11/5,92130,92130,92130,92130,,0,20151105
2015/11/4,92130,92130,92130,92130,,0,20151104
2015/11/3,92130,92130,92130,92130,,0,20151103
2015/11/2,92130,92130,92130,92130,,0,20151102
2015/10/30,92130,92200,92200,92000,0.01K,-0.0209,20151030
2015/10/29,94100,94100,94100,94100,,0,20151029
2015/10/28,94100,94100,94100,94100,0.01K,-0.0198,20151028
2015/10/27,96000,96000,96000,96000,0.02K,0,20151027
2015/10/26,96000,96000,96000,96000,0.02K,-0.0125,20151026
2015/10/23,97220,97220,97220,97220,,0,20151023
2015/10/22,97220,97220,97220,97220,,0,20151022
2015/10/21,97220,97000,97790,97000,0.06K,-0.0059,20151021
2015/10/20,97800,97800,97800,97800,,0,20151020
2015/10/19,97800,97800,97800,97800,,-0.0002,20151019
2015/10/16,97820,97820,97820,97820,,0.019,20151016
2015/10/15,96000,96000,96000,96000,0.07K,-0.0123,20151015
2015/10/14,97200,97200,97200,97200,,-0.0058,20151014
2015/10/13,97770,97500,98000,97500,0.04K,0.0056,20151013
2015/10/12,97230,97400,97700,97000,0.14K,0.0044,20151012
2015/10/9,96800,96580,97600,95150,0.13K,-0.0011,20151009
2015/10/8,96910,97200,97200,96690,0.02K,0.0069,20151008
2015/9/30,96250,95800,96930,95800,0.09K,0.0043,20150930
2015/9/29,95840,95890,96490,95550,0.11K,-0.0009,20150929
2015/9/28,95930,97070,97070,94970,0.34K,-0.0218,20150928
2015/9/25,98070,98000,98190,97800,0.10K,0.0031,20150925
2015/9/24,97770,97620,98290,97380,0.03K,-0.0004,20150924
2015/9/23,97810,98520,98520,97020,0.11K,-0.0095,20150923
2015/9/22,98750,99000,99000,98520,0.07K,-0.0063,20150922
2015/9/21,99380,100030,100050,98410,0.17K,-0.0163,20150921
2015/9/18,101030,101140,101240,100600,0.07K,0.0011,20150918
2015/9/17,100920,101460,101470,100750,0.13K,0.0019,20150917
2015/9/16,100730,100500,101300,100230,0.17K,0.0092,20150916
2015/9/15,99810,98020,100500,98020,0.03K,-0.0061,20150915
2015/9/14,100420,99560,101010,99560,0.02K,-0.0158,20150914
2015/9/11,102030,101500,102990,101500,0.10K,0.0156,20150911
2015/9/10,100460,100020,101000,99530,0.26K,-0.0039,20150910
2015/9/9,100850,101570,102200,100000,0.07K,0.0146,20150909
2015/9/8,99400,98240,100150,98240,0.08K,-0.0035,20150908
2015/9/7,99750,100000,100000,97630,0.10K,0.0047,20150907
2015/9/2,99280,100500,100580,97210,0.16K,-0.0075,20150902
2015/9/1,100030,100490,100500,99510,0.08K,-0.0044,20150901
2015/8/31,100470,101000,102090,99210,0.69K,-0.0094,20150831
2015/8/28,101420,100090,102980,99610,1.19K,0.0165,20150828
2015/8/27,99770,99580,100460,98210,0.48K,-0.0138,20150827
2015/8/26,101170,100710,102040,100210,0.57K,0.0033,20150826
2015/8/25,100840,100050,101580,100010,0.78K,-0.0275,20150825
2015/8/24,103690,104000,105790,101980,1.36K,-0.0239,20150824
2015/8/21,106230,107100,107450,105310,0.71K,-0.0097,20150821
2015/8/20,107270,107560,108680,106680,0.58K,0.0027,20150820
2015/8/19,106980,106710,107360,106550,0.76K,-0.0024,20150819
2015/8/18,107240,107330,107770,106800,0.56K,0.0068,20150818
2015/8/17,106520,106840,106840,106210,0.01K,0.0087,20150817
2015/8/14,105600,105600,105600,105600,0.00K,-0.0112,20150814
2015/8/13,106800,106800,106800,106800,,0.0106,20150813
2015/8/12,105680,105080,107240,105080,0.02K,-0.0219,20150812
2015/8/11,108050,108000,108600,107000,0.04K,0.0106,20150811
2015/8/10,106920,106980,107100,106650,0.12K,-0.0024,20150810
2015/8/7,107180,106600,107490,106600,0.04K,0.0111,20150807
2015/8/6,106000,106000,106000,106000,0.00K,-0.0026,20150806
2015/8/5,106280,106110,106640,106110,0.01K,-0.0113,20150805
2015/8/4,107500,107500,107500,107500,0.00K,-0.0249,20150804
2015/8/3,110240,110000,110490,110000,0.01K,0.0025,20150803
2015/7/31,109960,110000,110900,109000,0.01K,-0.0068,20150731
2015/7/30,110710,112940,112940,109030,0.07K,-0.003,20150730
2015/7/29,111040,110640,111550,109330,0.06K,0.0135,20150729
2015/7/28,109560,109560,109560,109560,0.01K,0.0064,20150728
2015/7/27,108860,107700,110790,107700,0.02K,0.0019,20150727
2015/7/24,108650,109000,109000,108200,0.01K,0.0024,20150724
