日期2,收盘,开盘,高,低,交易量,涨跌幅,日期
2021/4/29,190030,186460,192920,186460,1.30K,0.0244,20210429
2021/4/28,185510,185740,186990,184000,0.89K,-0.0048,20210428
2021/4/27,186400,185960,188190,184770,0.76K,0.0111,20210427
2021/4/26,184350,182990,186600,182720,1.56K,0.0109,20210426
2021/4/23,182370,182810,183560,181390,0.67K,-0.006,20210423
2021/4/22,183480,183640,185120,182200,1.98K,-0.0034,20210422
2021/4/21,184110,186380,186380,182580,2.24K,-0.0021,20210421
2021/4/20,184500,184000,185580,181950,2.36K,-0.0028,20210420
2021/4/19,185020,184090,186320,183610,2.72K,0.0148,20210419
2021/4/16,182330,179810,183450,179810,3.40K,0.0207,20210416
2021/4/15,178630,178000,179500,178000,0.60K,0.0059,20210415
2021/4/14,177580,177000,177990,176820,0.11K,0.009,20210414
2021/4/13,176000,176000,176000,176000,0.12K,-0.0022,20210413
2021/4/12,176380,181180,181180,175450,0.29K,-0.0297,20210412
2021/4/9,181770,183060,183900,180440,0.03K,-0.002,20210409
2021/4/8,182140,182580,183000,181380,0.08K,-0.0081,20210408
2021/4/7,183630,184490,184590,183100,0.10K,-0.0122,20210407
2021/4/6,185900,182540,187260,182490,0.34K,0.0369,20210406
2021/4/2,179280,177200,182660,177200,0.51K,0.0221,20210402
2021/4/1,175400,173850,176690,173330,0.44K,0.0132,20210401
2021/3/31,173120,174760,174880,170210,0.40K,-0.0118,20210331
2021/3/30,175190,174960,176160,174300,0.54K,0.003,20210330
2021/3/29,174670,174290,175420,173260,0.52K,0.0131,20210329
2021/3/26,172410,170630,174930,169540,0.77K,0.0027,20210326
2021/3/25,171950,173000,173600,170800,0.95K,-0.0127,20210325
2021/3/24,174160,176410,177570,172330,1.71K,-0.0155,20210324
2021/3/23,176900,177120,178580,175000,1.23K,0.0048,20210323
2021/3/22,176050,173600,178480,173600,1.22K,-0.0039,20210322
2021/3/19,176740,176840,177920,174200,1.84K,0.0032,20210319
2021/3/18,176170,176910,177680,174860,1.82K,0.007,20210318
2021/3/17,174940,174930,176460,173590,2.92K,-0.0024,20210317
2021/3/16,175360,175510,177260,173410,4.36K,0.0031,20210316
2021/3/15,174820,174000,175400,174000,0.02K,-0.0194,20210315
2021/3/12,178280,180200,181000,177600,0.11K,0.0124,20210312
2021/3/11,176100,174080,178800,174080,0.06K,0.0129,20210311
2021/3/10,173860,171430,176000,171300,0.08K,0.0127,20210310
2021/3/9,171680,171590,174000,170420,0.06K,-0.0003,20210309
2021/3/8,171730,174860,178180,170000,0.25K,-0.0119,20210308
2021/3/5,173800,172930,176400,170800,0.37K,-0.0016,20210305
2021/3/4,174070,178130,178130,172040,0.17K,-0.0247,20210304
2021/3/3,178480,178350,180300,177450,0.07K,0.0163,20210303
2021/3/2,175620,172800,177560,172500,0.41K,-0.0384,20210302
2021/3/1,182640,182080,185090,181000,0.53K,-0.0195,20210301
2021/2/26,186280,191570,194040,182570,2.20K,-0.0344,20210226
2021/2/25,192920,188620,198520,187260,2.20K,0.0232,20210225
2021/2/24,188550,190130,191220,185670,2.32K,-0.0122,20210224
2021/2/23,190870,192130,193290,186730,5.36K,0.009,20210223
2021/2/22,189160,182880,193750,181440,9.06K,0.0641,20210222
2021/2/19,177760,174800,180260,174350,7.74K,0.0453,20210219
2021/2/18,170060,168010,174160,167650,8.26K,0.0334,20210218
2021/2/10,164570,163840,165800,162920,8.36K,0.0051,20210210
2021/2/9,163730,166440,166440,162000,13.67K,-0.0133,20210209
2021/2/8,165930,164040,167000,164040,27.42K,0.021,20210208
2021/2/5,162510,162510,162510,162510,,0.0019,20210205
2021/2/4,162200,162060,162350,162060,0.00K,-0.0149,20210204
2021/2/3,164650,164410,165000,163600,0.04K,-0.0217,20210203
2021/2/2,168310,170120,170240,167700,0.40K,-0.0015,20210202
2021/2/1,168570,172410,172690,166070,0.29K,-0.0245,20210201
2021/1/29,172800,170970,174970,170350,0.33K,0.0128,20210129
2021/1/28,170620,170820,172070,169610,0.47K,-0.0045,20210128
2021/1/27,171390,171580,173330,169210,0.31K,0.0079,20210127
2021/1/26,170050,169510,172000,168070,0.43K,0.0172,20210126
2021/1/25,167180,162000,170900,161950,0.42K,0.0279,20210125
2021/1/22,162640,160720,163560,160720,0.18K,0.0208,20210122
2021/1/21,159330,158780,160800,158350,0.32K,0.0103,20210121
2021/1/20,157700,157600,158250,157120,0.51K,0.0014,20210120
2021/1/19,157480,156450,158050,156310,0.42K,0.0099,20210119
2021/1/18,155940,153390,156780,153390,0.36K,0.0142,20210118
2021/1/15,153760,152900,154000,152900,0.12K,0.0052,20210115
2021/1/14,152960,152500,153000,152500,0.08K,0.0027,20210114
2021/1/13,152550,152500,152600,151900,0.03K,0.0003,20210113
2021/1/12,152500,153500,153500,151300,0.14K,-0.007,20210112
2021/1/11,153570,156300,156300,152200,0.15K,-0.0213,20210111
2021/1/8,156910,157020,157050,156180,0.03K,-0.0033,20210108
2021/1/7,157430,156830,158540,156170,0.08K,0.0004,20210107
2021/1/6,157360,156650,157960,156000,0.19K,0.0047,20210106
2021/1/5,156630,156000,158000,155500,0.39K,0.0313,20210105
2021/1/4,151880,150740,153120,150250,0.05K,0.0096,20210104
2020/12/31,150440,150950,151660,149620,0.24K,-0.0131,20201231
2020/12/30,152440,152260,152900,150400,0.41K,0.0014,20201230
2020/12/29,152230,153000,153190,151400,0.13K,0.001,20201229
2020/12/28,152080,152590,153290,151200,0.11K,-0.0024,20201228
2020/12/25,152440,152080,153080,151750,0.19K,0.0111,20201225
2020/12/24,150770,149920,151300,149920,0.13K,0.0076,20201224
2020/12/23,149630,150290,151880,148600,0.60K,-0.0092,20201223
2020/12/22,151020,151650,152080,150200,0.64K,-0.0077,20201222
2020/12/21,152190,153760,153900,151030,0.73K,-0.0121,20201221
2020/12/18,154050,153910,154890,152600,0.66K,0.0014,20201218
2020/12/17,153840,152910,154590,152300,0.65K,0.0072,20201217
2020/12/16,152740,151570,153810,151400,0.78K,0.0153,20201216
2020/12/15,150440,150000,153490,149100,0.05K,-0.0009,20201215
2020/12/14,150570,150000,151700,150000,0.02K,0.0096,20201214
2020/12/11,149140,152200,152200,147800,0.02K,-0.0063,20201211
2020/12/10,150080,149500,150600,148660,0.05K,0.0089,20201210
2020/12/9,148750,147500,149290,147500,0.04K,0.0057,20201209
2020/12/8,147910,147640,148700,147640,0.01K,0.0025,20201208
2020/12/7,147540,147000,148000,147000,0.03K,0.0063,20201207
2020/12/4,146610,146230,147200,145480,0.09K,0.0104,20201204
2020/12/3,145100,144940,145920,144400,0.21K,-0.0037,20201203
2020/12/2,145640,146280,146520,145100,0.10K,-0.0068,20201202
2020/12/1,146640,148070,148390,144700,0.25K,-0.0105,20201201
2020/11/30,148190,148500,149980,147200,0.57K,0.0054,20201130
2020/11/27,147400,146140,148300,145880,0.04K,0.0126,20201127
2020/11/26,145560,145150,146190,144980,0.16K,0.0008,20201126
2020/11/25,145450,145940,146210,144820,0.24K,-0.0024,20201125
2020/11/24,145800,146390,146430,145000,0.22K,-0.0038,20201124
2020/11/23,146360,146660,146750,145580,0.36K,-0.0003,20201123
2020/11/20,146410,146600,147270,145900,0.55K,-0.0127,20201120
2020/11/19,148300,151000,151000,146720,0.44K,-0.0163,20201119
2020/11/18,150760,148190,151980,148190,0.91K,0.0137,20201118
2020/11/17,148720,148390,149900,147670,0.79K,0.0136,20201117
2020/11/16,146730,146000,147250,146000,0.03K,0.0079,20201116
2020/11/13,145580,144800,145900,144800,0.01K,0.012,20201113
2020/11/12,143850,143010,145600,143010,0.01K,-0.01,20201112
2020/11/11,145300,145310,145310,145300,0.01K,-0.0045,20201111
2020/11/10,145960,146100,146140,145300,0.02K,0.0023,20201110
2020/11/9,145620,146600,146600,145150,0.07K,-0.0042,20201109
2020/11/6,146240,145410,146430,145410,0.08K,0.0081,20201106
2020/11/5,145060,144470,145880,144470,0.05K,0.002,20201105
2020/11/4,144770,144900,144940,144470,0.04K,0.0028,20201104
2020/11/3,144370,143770,145360,143600,0.25K,0.0123,20201103
2020/11/2,142610,142680,143930,142020,0.22K,-0.0014,20201102
2020/10/30,142810,142500,143380,141890,0.51K,0.0004,20201030
2020/10/29,142760,142730,143330,142150,0.21K,-0.0074,20201029
2020/10/28,143830,143450,144590,143120,0.13K,0.0015,20201028
2020/10/27,143610,142800,144480,142230,0.15K,-0.0009,20201027
2020/10/26,143740,145900,145920,143100,0.42K,-0.0139,20201026
2020/10/23,145770,145100,146150,145100,0.23K,-0.0061,20201023
2020/10/22,146660,147090,147990,145300,0.32K,-0.005,20201022
2020/10/21,147400,147110,147850,146620,0.94K,0.0017,20201021
2020/10/20,147150,148340,148340,146290,0.67K,0.0108,20201020
2020/10/19,145580,146090,147030,144730,1.13K,-0.0047,20201019
2020/10/16,146270,146500,146920,145420,1.27K,0.0027,20201016
2020/10/15,145870,145800,146000,145650,0.01K,0.0034,20201015
2020/10/14,145370,145480,146990,144800,0.12K,-0.0066,20201014
2020/10/13,146330,146500,146650,143810,0.08K,-0.0008,20201013
2020/10/12,146450,147050,147050,145580,0.07K,-0.0014,20201012
2020/10/9,146660,147510,148230,146000,0.07K,0.0164,20201009
2020/9/30,144300,143490,147420,141370,0.15K,0.0124,20200930
2020/9/29,142530,141880,143050,141620,0.15K,0.024,20200929
2020/9/28,139190,140570,142190,138550,0.44K,-0.0053,20200928
2020/9/25,139930,139820,141350,138810,0.25K,-0.0122,20200925
2020/9/24,141660,143940,143940,139810,0.59K,-0.0255,20200924
2020/9/23,145360,144210,146410,144010,0.30K,0.0118,20200923
2020/9/22,143660,144140,144450,142370,0.18K,0.0008,20200922
2020/9/21,143550,143130,144750,141910,0.49K,0.0076,20200921
2020/9/18,142470,141850,143700,141070,0.31K,-0.0033,20200918
2020/9/17,142940,144210,144370,141570,0.36K,-0.0076,20200917
2020/9/16,144030,144000,144730,143380,0.42K,0.0107,20200916
2020/9/15,142510,142840,143590,142100,0.04K,-0.0107,20200915
2020/9/14,144050,143690,144590,143540,0.02K,0.0088,20200914
2020/9/11,142790,142500,143200,141350,0.04K,-0.0038,20200911
2020/9/10,143330,144450,144450,142800,0.05K,-0.0055,20200910
2020/9/9,144120,145200,145200,143600,0.14K,-0.0185,20200909
2020/9/8,146830,146460,147250,146330,0.04K,0.0077,20200908
2020/9/7,145710,145270,146500,145010,0.03K,0.0053,20200907
2020/9/4,144940,144170,145390,144100,0.06K,-0.0149,20200904
2020/9/3,147130,146390,147650,145950,0.07K,0.0124,20200903
2020/9/2,145330,145280,146000,144950,0.08K,0.0031,20200902
2020/9/1,144880,144800,145280,144300,0.15K,0.0039,20200901
2020/8/31,144310,143800,145060,143000,0.18K,0.0067,20200831
2020/8/28,143350,142980,143800,142450,0.17K,0.0079,20200828
2020/8/27,142230,141210,143400,141200,0.39K,0.0079,20200827
2020/8/26,141120,141040,141500,140540,0.27K,0.0008,20200826
2020/8/25,141010,140530,141790,140410,0.21K,-0.0014,20200825
2020/8/24,141210,143360,143360,140610,0.75K,-0.0131,20200824
2020/8/21,143080,142030,144040,141800,0.78K,0.001,20200821
2020/8/20,142930,142510,144290,141450,0.48K,0.004,20200820
2020/8/19,142360,142510,143130,141570,0.53K,0.0001,20200819
2020/8/18,142350,141990,142980,141450,0.26K,-0.0008,20200818
2020/8/17,142460,142000,143000,142000,0.03K,0.0023,20200817
2020/8/14,142130,142000,142600,141020,0.08K,0.0056,20200814
2020/8/13,141340,141800,142000,139810,0.05K,-0.0121,20200813
2020/8/12,143070,143500,144000,141600,0.12K,-0.0104,20200812
2020/8/11,144570,144750,145600,142960,0.12K,0.0019,20200811
2020/8/10,144300,145700,145700,143850,0.13K,-0.0157,20200810
2020/8/7,146600,146090,147500,145510,0.21K,0.0077,20200807
2020/8/6,145480,145220,146700,145090,0.27K,-0.0013,20200806
2020/8/5,145670,145710,146060,145130,0.02K,-0.002,20200805
2020/8/4,145960,146800,147200,144720,0.24K,0.007,20200804
2020/8/3,144940,144860,146400,143680,0.43K,-0.0043,20200803
2020/7/31,145560,145810,146870,144710,0.32K,-0.0071,20200731
2020/7/30,146600,146500,147580,146000,0.26K,-0.0082,20200730
2020/7/29,147810,146750,149950,145000,0.45K,-0.0029,20200729
2020/7/28,148240,145350,153950,145230,1.42K,0.0237,20200728
2020/7/27,144810,141290,146390,141010,1.10K,0.0186,20200727
2020/7/24,142170,141980,143090,141170,0.71K,0.0105,20200724
2020/7/23,140690,142430,142470,140100,0.90K,-0.0123,20200723
2020/7/22,142440,141800,143210,141320,1.21K,0.0088,20200722
2020/7/21,141200,140330,141830,140020,0.89K,0.0063,20200721
2020/7/20,140310,140900,141000,139550,0.81K,-0.0055,20200720
2020/7/17,141080,140200,141810,140200,1.23K,0.0046,20200717
2020/7/16,140430,142690,142690,139000,1.76K,-0.009,20200716
2020/7/15,141700,141810,142100,141200,0.02K,0.0034,20200715
2020/7/14,141220,142500,142500,141100,0.04K,0.0122,20200714
2020/7/13,139520,141990,143400,133020,0.07K,-0.0025,20200713
2020/7/10,139870,144000,144000,138900,0.13K,-0.0042,20200710
2020/7/9,140460,140460,141490,140080,0.11K,-0.0018,20200709
2020/7/8,140720,140980,140990,140460,0.07K,-0.0064,20200708
2020/7/7,141630,141990,142010,140500,0.17K,0.0024,20200707
2020/7/6,141290,139460,141990,139460,0.28K,0.009,20200706
2020/7/3,140030,139210,140780,139150,0.43K,0.0055,20200703
2020/7/2,139270,139480,139480,138790,0.22K,0.0001,20200702
2020/7/1,139260,139750,139900,138500,0.51K,0.0006,20200701
2020/6/30,139180,138080,139700,137550,1.37K,0.0111,20200630
2020/6/29,137650,138710,138750,137250,0.73K,-0.0056,20200629
2020/6/24,138430,138180,138680,137950,0.50K,0.0008,20200624
2020/6/23,138320,137980,138990,137150,1.39K,0.0007,20200623
2020/6/22,138230,138140,139100,137080,1.58K,0.0012,20200622
2020/6/19,138070,138800,139050,137390,1.26K,-0.0057,20200619
2020/6/18,138860,139120,139370,138400,0.95K,0.0014,20200618
2020/6/17,138660,138680,139060,138190,1.33K,0.0073,20200617
2020/6/16,137660,136680,138860,135650,2.18K,0.0003,20200616
2020/6/15,137620,137720,138100,137010,0.17K,-0.0039,20200615
2020/6/12,138160,139500,139500,137500,0.06K,-0.0115,20200612
2020/6/11,139770,140100,140100,139500,0.02K,-0.0016,20200611
2020/6/10,140000,140780,140780,139250,0.11K,-0.0024,20200610
2020/6/9,140340,140200,140650,139600,0.13K,0.0021,20200609
2020/6/8,140050,140260,140380,139840,0.14K,0.0127,20200608
2020/6/5,138290,138480,138770,138020,0.03K,0.0011,20200605
2020/6/4,138140,139290,139290,137580,0.43K,-0.0088,20200604
2020/6/3,139360,139240,140070,136850,0.43K,0.0053,20200603
2020/6/2,138620,138920,139200,137880,0.24K,0.005,20200602
2020/6/1,137930,137880,138950,137250,0.67K,0.0034,20200601
2020/5/29,137460,136720,138580,136540,0.73K,0.0092,20200529
2020/5/28,136210,136280,136800,135570,0.47K,-0.0022,20200528
2020/5/27,136510,136060,136940,135680,0.41K,0.0069,20200527
2020/5/26,135580,136120,136230,134890,0.81K,-0.0026,20200526
2020/5/25,135940,134840,136640,134760,0.68K,0.0051,20200525
2020/5/22,135250,136810,137150,133810,0.56K,-0.0131,20200522
2020/5/21,137050,136370,138180,135850,1.07K,0.0092,20200521
2020/5/20,135800,133300,137230,133300,1.16K,0.024,20200520
2020/5/19,132620,133320,133520,132080,0.75K,0.011,20200519
2020/5/18,131180,130600,132950,130050,1.09K,-0.0149,20200518
2020/5/15,133170,133000,133990,133000,0.12K,0.0009,20200515
2020/5/14,133050,133050,133050,133050,0.02K,-0.0112,20200514
2020/5/13,134560,135000,135000,134460,0.01K,-0.0096,20200513
2020/5/12,135860,137600,137600,134010,0.05K,0.0006,20200512
2020/5/11,135780,135120,137660,134210,0.02K,0.0022,20200511
2020/5/8,135480,135480,135480,135480,0.00K,0.0043,20200508
2020/5/7,134900,133990,135000,133990,0.02K,0.0122,20200507
2020/5/6,133280,133980,135830,132410,0.03K,0.0053,20200506
2020/4/30,132580,132890,133500,131040,0.04K,-0.0095,20200430
2020/4/29,133850,134280,134280,133260,0.02K,-0.0035,20200429
2020/4/28,134320,135520,135900,133270,0.18K,-0.0086,20200428
2020/4/27,135480,133640,137570,133510,0.06K,0.0387,20200427
2020/4/24,130430,130060,130610,130060,0.01K,0.0049,20200424
2020/4/23,129790,127110,131970,127110,0.08K,0.0169,20200423
2020/4/22,127630,130020,130020,127110,0.32K,-0.0242,20200422
2020/4/21,130790,133150,133150,130020,0.18K,-0.0106,20200421
2020/4/20,132190,133690,133690,130940,0.11K,0.0027,20200420
2020/4/17,131840,132190,132410,131250,0.09K,0.0178,20200417
2020/4/16,129540,129800,130770,129010,0.14K,0.0722,20200416
2020/4/15,120820,120820,120820,120820,,0,20200415
2020/4/14,120820,120820,120820,120820,,0,20200414
2020/4/13,120820,120820,120820,120820,,0,20200413
2020/4/10,120820,120820,120820,120820,,0,20200410
2020/4/9,120820,120820,120820,120820,,0,20200409
2020/4/8,120820,120820,120820,120820,,0,20200408
2020/4/7,120820,120820,120820,120820,,0,20200407
2020/4/3,120820,120820,120820,120820,,0,20200403
2020/4/2,120820,120820,120820,120820,,0,20200402
2020/4/1,120820,120820,120820,120820,,0,20200401
2020/3/31,120820,120820,120820,120820,0.00K,0.0087,20200331
2020/3/30,119780,120250,120250,119320,0.00K,-0.0138,20200330
2020/3/27,121450,121450,121450,121450,0.00K,0.0796,20200327
2020/3/26,112500,112500,112500,112500,,0,20200326
2020/3/25,112500,112500,112500,112500,,0,20200325
2020/3/24,112500,110050,114960,110050,0.00K,-0.1152,20200324
2020/3/23,127150,127150,127150,127150,,0,20200323
2020/3/20,127150,127150,127150,127150,,0,20200320
2020/3/19,127150,127150,127150,127150,,0,20200319
2020/3/18,127150,127150,127150,127150,,0,20200318
2020/3/17,127150,127150,127150,127150,,-0.072,20200317
2020/3/16,137020,137020,137020,137020,,0,20200316
2020/3/13,137020,137020,137020,137020,,0,20200313
2020/3/12,137020,137020,137020,137020,,0,20200312
2020/3/11,137020,137020,137020,137020,,0,20200311
2020/3/10,137020,137020,137020,137020,,0,20200310
2020/3/9,137020,137020,137020,137020,,0,20200309
2020/3/6,137020,137020,137020,137020,,0,20200306
2020/3/5,137020,137020,137020,137020,,0,20200305
2020/3/4,137020,137020,137020,137020,,0,20200304
2020/3/3,137020,137020,137020,137020,,0,20200303
2020/3/2,137020,137020,137020,137020,,0,20200302
2020/2/28,137020,137020,137020,137020,,0,20200228
2020/2/27,137020,137020,137020,137020,,0,20200227
2020/2/26,137020,137020,137020,137020,,0,20200226
2020/2/25,137020,137020,137020,137020,,0,20200225
2020/2/24,137020,137020,137020,137020,,0,20200224
2020/2/21,137020,137020,137020,137020,,0,20200221
2020/2/20,137020,137020,137020,137020,,0,20200220
2020/2/19,137020,137020,137020,137020,,0,20200219
2020/2/18,137020,135040,139000,135040,0.00K,-0.0221,20200218
2020/2/17,140120,140120,140120,140120,,0,20200217
2020/2/14,140120,140120,140120,140120,,0,20200214
2020/2/13,140120,140120,140120,140120,,0,20200213
2020/2/12,140120,140120,140120,140120,,0,20200212
2020/2/11,140120,140120,140120,140120,,0,20200211
2020/2/10,140120,140120,140120,140120,,0,20200210
2020/2/7,140120,140120,140120,140120,,0,20200207
2020/2/6,140120,140120,140120,140120,,0,20200206
2020/2/5,140120,140120,140120,140120,,0,20200205
2020/2/4,140120,140120,140120,140120,,0,20200204
2020/2/3,140120,140120,140120,140120,,0,20200203
2020/1/23,140120,139110,142140,139110,0.00K,0.0001,20200123
2020/1/22,140110,140110,140110,140110,,0,20200122
2020/1/21,140110,140110,140110,140110,,0,20200121
2020/1/20,140110,140110,140110,140110,,0,20200120
2020/1/17,140110,140110,140110,140110,,0,20200117
2020/1/16,140110,140110,140110,140110,,-0.011,20200116
2020/1/15,141670,142000,142490,140580,0.07K,-0.0005,20200115
2020/1/14,141740,141020,142890,141020,0.53K,0.0016,20200114
2020/1/13,141510,140700,144290,140560,0.29K,0.0038,20200113
2020/1/10,140970,142200,142200,140010,0.93K,-0.0034,20200110
2020/1/9,141450,140700,142370,140530,0.62K,0.0028,20200109
2020/1/8,141060,140510,142050,140510,0.43K,0.0046,20200108
2020/1/7,140410,139910,140590,139910,0.25K,0.0047,20200107
2020/1/6,139750,140000,140230,139020,0.93K,-0.0047,20200106
2020/1/3,140410,140200,140790,140150,0.37K,0.0009,20200103
2020/1/2,140280,141650,141650,139900,0.64K,-0.001,20200102
2019/12/31,140420,141050,141150,139220,1.90K,-0.0047,20191231
2019/12/30,141090,142110,142110,140140,2.42K,-0.0098,20191230
2019/12/27,142490,142840,142850,142190,1.19K,-0.0029,20191227
2019/12/26,142900,142740,143250,142640,1.13K,0.0006,20191226
2019/12/25,142810,143940,143940,142300,1.42K,-0.0061,20191225
2019/12/24,143680,143900,144380,142880,2.27K,0.0007,20191224
2019/12/23,143580,142330,144530,142000,2.22K,0.0109,20191223
2019/12/20,142030,141210,142500,141210,1.93K,0.0037,20191220
2019/12/19,141510,140600,142250,140570,1.18K,0.003,20191219
2019/12/18,141080,140490,141350,140490,1.77K,0.0042,20191218
2019/12/17,140490,141120,141620,140000,2.87K,0.0281,20191217
2019/12/16,136650,136650,136650,136650,,0,20191216
2019/12/13,136650,136650,136650,136650,,0,20191213
2019/12/12,136650,136650,136650,136650,,0,20191212
2019/12/11,136650,136650,136650,136650,,0,20191211
2019/12/10,136650,136650,136650,136650,,0,20191210
2019/12/9,136650,136650,136650,136650,,0,20191209
2019/12/6,136650,136650,136650,136650,,0,20191206
2019/12/5,136650,136650,136650,136650,,0,20191205
2019/12/4,136650,136650,136650,136650,,0,20191204
2019/12/3,136650,136650,136650,136650,,0,20191203
2019/12/2,136650,136650,136650,136650,,0,20191202
2019/11/29,136650,136650,136650,136650,0.00K,0,20191129
2019/11/28,136650,136650,136650,136650,,0,20191128
2019/11/27,136650,136650,136650,136650,,0,20191127
2019/11/26,136650,136650,136650,136650,,0,20191126
2019/11/25,136650,136650,136650,136650,,0,20191125
2019/11/22,136650,136650,136650,136650,,0,20191122
2019/11/21,136650,136650,136650,136650,,0,20191121
2019/11/20,136650,136650,136650,136650,,0,20191120
2019/11/19,136650,136650,136650,136650,,0,20191119
2019/11/18,136650,136650,136650,136650,,0.0051,20191118
2019/11/15,135950,135950,135950,135950,,0,20191115
2019/11/14,135950,135950,135950,135950,,0,20191114
2019/11/13,135950,135950,135950,135950,,0,20191113
2019/11/12,135950,135950,135950,135950,0.00K,-0.0219,20191112
2019/11/11,139000,139000,139000,139000,,0,20191111
2019/11/8,139000,139000,139000,139000,0.00K,-0.0061,20191108
2019/11/7,139850,139850,139850,139850,0.00K,0.0161,20191107
2019/11/6,137630,137630,137630,137630,,0,20191106
2019/11/5,137630,137630,137630,137630,,0,20191105
2019/11/4,137630,137630,137630,137630,,0,20191104
2019/11/1,137630,137630,137630,137630,,0,20191101
2019/10/31,137630,137630,137630,137630,0.00K,0.0071,20191031
2019/10/30,136660,136410,137700,136410,0.01K,-0.0185,20191030
2019/10/29,139230,139230,139230,139230,,0,20191029
2019/10/28,139230,139230,139230,139230,,0,20191028
2019/10/25,139230,139230,139230,139230,,0,20191025
2019/10/24,139230,139230,139230,139230,,0,20191024
2019/10/23,139230,139230,139230,139230,,-0.0021,20191023
2019/10/22,139520,139520,139520,139520,,0,20191022
2019/10/21,139520,139520,139520,139520,,0,20191021
2019/10/18,139520,140330,140330,138720,0.00K,0.0006,20191018
2019/10/17,139440,141320,141320,137540,0.01K,0.025,20191017
2019/10/16,136040,136040,136040,136040,,0.0041,20191016
2019/10/15,135490,135490,135490,135490,,0,20191015
2019/10/14,135490,135490,135490,135490,,0,20191014
2019/10/11,135490,135490,135490,135490,,0,20191011
2019/10/10,135490,134990,136000,134990,0.00K,0.0135,20191010
2019/10/9,133690,133690,133690,133690,0.00K,0.0022,20191009
2019/10/8,133390,132990,133800,132990,0.00K,0.0033,20191008
2019/9/30,132950,134000,134000,131900,0.00K,-0.0214,20190930
2019/9/27,135860,135860,135860,135860,,0,20190927
2019/9/26,135860,135860,135860,135860,,0,20190926
2019/9/25,135860,135860,135860,135860,,0,20190925
2019/9/24,135860,135860,135860,135860,,0,20190924
2019/9/23,135860,135860,135860,135860,,0,20190923
2019/9/20,135860,136030,136030,135700,0.00K,-0.0074,20190920
2019/9/19,136870,136870,136870,136870,,0,20190919
2019/9/18,136870,136870,136870,136870,,0,20190918
2019/9/17,136870,136870,136870,136870,,0.002,20190917
2019/9/16,136590,137910,138050,134740,0.18K,-0.0291,20190916
2019/9/12,140690,139500,141160,139500,0.35K,0.0079,20190912
2019/9/11,139590,139240,140000,138900,0.15K,0.0042,20190911
2019/9/10,139000,138600,140060,138600,0.21K,-0.0057,20190910
2019/9/9,139790,141150,141210,137140,0.10K,-0.0123,20190909
2019/9/6,141530,141140,142200,140000,0.16K,0.0012,20190906
2019/9/5,141360,139840,143600,139480,0.21K,0.0271,20190905
2019/9/4,137630,135000,140500,134300,0.50K,0.0064,20190904
2019/9/3,136760,136500,138600,134780,0.36K,0.0224,20190903
2019/9/2,133770,131000,136000,131000,0.49K,0.0256,20190902
2019/8/30,130430,130120,130990,130000,0.75K,-0.0021,20190830
2019/8/29,130700,130420,131450,130190,0.47K,0.0062,20190829
2019/8/28,129900,129880,130580,129420,0.74K,-0.0001,20190828
2019/8/27,129910,130350,130350,129520,0.75K,0.0018,20190827
2019/8/26,129680,129040,130710,129040,1.63K,-0.0058,20190826
2019/8/23,130430,130900,131270,129600,1.92K,-0.0052,20190823
2019/8/22,131110,131600,131760,130680,1.13K,-0.006,20190822
2019/8/21,131900,132090,132400,131200,2.35K,0.0065,20190821
2019/8/20,131050,130970,132490,129870,5.49K,-0.0016,20190820
2019/8/19,131260,133060,133210,129820,10.14K,-0.0198,20190819
2019/8/16,133910,133600,135300,133010,5.66K,0.0076,20190816
2019/8/15,132900,132900,132900,132900,,0,20190815
2019/8/14,132900,132900,132900,132900,,0,20190814
2019/8/13,132900,132900,132900,132900,,0,20190813
2019/8/12,132900,132900,132900,132900,,0,20190812
2019/8/9,132900,132900,132900,132900,,0,20190809
2019/8/8,132900,132900,132900,132900,,0,20190808
2019/8/7,132900,132900,132900,132900,,0,20190807
2019/8/6,132900,132900,132900,132900,,0,20190806
2019/8/5,132900,132900,132900,132900,,0,20190805
2019/8/2,132900,132900,132900,132900,,0,20190802
2019/8/1,132900,132900,132900,132900,,0,20190801
2019/7/31,132900,132900,132910,132900,0.00K,-0.0067,20190731
2019/7/30,133800,133800,133800,133800,,0,20190730
2019/7/29,133800,133800,133800,133800,,0,20190729
2019/7/26,133800,133800,133800,133800,,0,20190726
2019/7/25,133800,133800,133800,133800,,0,20190725
2019/7/24,133800,133800,133800,133800,,0,20190724
2019/7/23,133800,133800,133800,133800,,0,20190723
2019/7/22,133800,133800,133800,133800,0.00K,-0.0015,20190722
2019/7/19,134000,134000,134000,134000,,0,20190719
2019/7/18,134000,134000,134000,134000,,0,20190718
2019/7/17,134000,134000,134000,134000,,0,20190717
2019/7/16,134000,134000,134000,134000,,-0.0314,20190716
2019/7/15,138340,138340,138340,138340,,0,20190715
2019/7/12,138340,138340,138340,138340,,0,20190712
2019/7/11,138340,138340,138340,138340,,0,20190711
2019/7/10,138340,138340,138340,138340,,0,20190710
2019/7/9,138340,138340,138340,138340,,0,20190709
2019/7/8,138340,138340,138340,138340,,0,20190708
2019/7/5,138340,138340,138340,138340,,0,20190705
2019/7/4,138340,138340,138340,138340,,0,20190704
2019/7/3,138340,138340,138340,138340,,-0.0501,20190703
2019/7/2,145630,145630,145630,145630,,0,20190702
2019/7/1,145630,145630,145630,145630,,0,20190701
